Category,Message,text_length,clean_text
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,dont quite know still cant get hold anyone cud pick bout pm see theyre pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,poyyarikaturkolathupalayamunjalur posterode dis ltgt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,lol would mom would fit tell whole family crazy terrible
ham,"I just got home babe, are you still awake ?",43,got home babe still awake
ham,I dunno they close oredi not... Ü v ma fan...,45,dunno close oredi ü v fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,buy pizza meat lovers supreme u get pick
ham,"Ya, told..she was asking wats matter?",37,ya toldshe asking wats matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone
ham,Shall i send that exe to your mail id.,38,shall send exe mail id
ham,Nope watching tv at home... Not going out. V bored...,53,nope watching tv home going v bored
ham,Don know..wait i will check it.,31,knowwait check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougarpen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,guess somebody know secretly fancies wanna find give us call landline dateboxessexcmxn pmin
ham,We still on for tonight?,24,still tonight
ham,May i call You later Pls,24,may call later pls
ham,Hasn't that been the pattern recently crap weekends?,52,hasnt pattern recently crap weekends
ham,I have a sore throat. It's scratches when I talk,48,sore throat scratches talk
ham,Yes da. Any plm at ur office,28,yes da plm ur office
ham,Are you not around or just still asleep? :V,43,around still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,lol forgot eh yes ill bring babe
ham,"Its good, we'll find a way",26,good well find way
ham,Can not use foreign stamps in this country. Good lecture .,58,use foreign stamps country good lecture
ham,Yup bathe liao...,17,yup bathe liao
ham,HAPPY NEW YEAR MY NO.1 MAN,26,happy new year man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,hello baby get back moms setting computer filling belly goes loverboy miss already sighs
ham,"No my blankets are sufficient, thx",34,blankets sufficient thx
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",155,edison rightly said fool ask questions wise man answer know us speechless viva gmgngegnt
ham,They just talking thats it de. They wont any other.,51,talking thats de wont
ham,Today am going to college so am not able to atten the class.,60,today going college able atten class
ham,I'm in class. Will holla later,30,im class holla later
ham,Easy ah?sen got selected means its good..,41,easy ahsen got selected means good
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,102,mmm thats better got roast id b better drinks good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,know someone know fancies call find pobox lshb p
ham,"Come round, it's .",18,come round
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",112,thing change sentence want concentrate educational career im leaving
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,flirting txt girl bloke ur name age eg girl zoe join get chatting
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,77,walked hour c u doesnt show care wont u believe im serious
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop
ham,Are you available for soiree on June 3rd?,41,available soiree june rd
ham,Do u noe wat time e place dat sells 4d closes?,46,u noe wat time e place dat sells closes
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,got another job one hospital data analysis something starts monday sure thesis got finished
ham,Jay's getting really impatient and belligerent,46,jays getting really impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath
ham,I'm at work. Please call,24,im work please call
ham,Then u drive lor.,17,u drive lor
ham,Ard 515 like dat. Y?,20,ard like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,tell theyre female v howre throwing deciding get
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,152,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win £ cash wkentp
ham,I'm working technical support :)voice process.networking field.,63,im working technical support voice processnetworking field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent works
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,ok sure time tho sure get library class try see point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,new local dates area lots new people registered area reply date start wwwflirtpartyus replys
ham,"That's fine, I'll bitch at you about it later then",50,thats fine ill bitch later
ham,No my mum went 2 dentist.,25,mum went dentist
ham,Once free call me sir. I am waiting for you.,44,free call sir waiting
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,meeting u work tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,someone u know asked dating service contact cant guess call revealed po box wu
ham,Jus finish bathing...,21,jus finish bathing
ham,"alright, I'll make sure the car is back tonight",47,alright ill make sure car back tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,urgent trying contact u todays draw shows £ prize guaranteed call land line claim c validhrs
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,dear uve invited xchat final attempt contact u txt chat
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea
ham,Aight ill get on fb in a couple minutes,39,aight ill get fb couple minutes
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,44,download clear movies dvd copies
ham,"Yep, by the pretty sculpture",28,yep pretty sculpture
ham,Convey my regards to him,24,convey regards
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,watching surya movie pm vijay movie pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,67,tell happen dont behave like ok need say
ham,Can u get pic msgs to your phone?,33,u get pic msgs phone
ham,Send to someone else :-),24,send someone else
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later
